DateTime,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-13,RL,1458.5,-0.01,1458.49
2024-03-13,TSN,1915.85,0.02,1915.86
2024-03-13,WRK,2729.54,-0.01,2729.52
2024-03-14,A,0.0,0.03,0.03
2024-03-14,ABBV,7634.38,-71.55,7562.82
2024-03-14,AKAM,877.04,-123.52,753.51
2024-03-14,CBOE,15009.17,-318.26,14690.9
2024-03-14,CEG,715.91,-206.64,509.27
2024-03-14,CI,0.0,0.14,0.14
2024-03-14,COR,10570.03,269.1,10839.12
2024-03-14,DVA,0.0,136.24,136.24
2024-03-14,FANG,7115.83,-34.68,7081.14
2024-03-14,FAST,555.54,132.68,688.22
2024-03-14,GRMN,1843.5,407.92,2251.41
2024-03-14,IBM,1812.38,705.29,2517.67
2024-03-14,JNPR,3129.31,13.79,3143.1
2024-03-14,KEY,0.0,0.75,0.75
2024-03-14,LDOS,3122.83,-195.03,2927.8
2024-03-14,LLY,2864.29,94.75,2959.03
2024-03-14,MCK,0.0,0.16,0.16
2024-03-14,META,1751.88,-17.29,1734.59
2024-03-14,MOH,2135.49,39.37,2174.86
2024-03-14,MPC,50.31,-49.99,0.31
2024-03-14,NFLX,1481.51,-42.47,1439.04
2024-03-14,NRG,5765.1,273.13,6038.23
2024-03-14,NVDA,3947.02,45.04,3992.06
2024-03-14,NWS,281.48,26.03,307.5
2024-03-14,PGR,7227.57,46.46,7274.03
2024-03-14,A,0.01,0.03,0.03
2024-03-14,ABBV,7634.38,-71.51,7562.86
2024-03-14,AKAM,877.04,-123.52,753.51
2024-03-14,CBOE,15009.17,-318.26,14690.9
2024-03-14,CEG,715.92,-206.64,509.27
2024-03-14,CI,0.01,0.14,0.14
2024-03-14,COR,10570.03,269.1,10839.12
2024-03-14,DVA,0.01,136.24,136.24
2024-03-14,FANG,7115.84,-34.7,7081.13
2024-03-14,FAST,555.55,132.69,688.23
2024-03-14,GRMN,1843.5,407.92,2251.41
2024-03-14,IBM,1812.39,705.29,2517.67
2024-03-14,JNPR,3129.32,13.79,3143.1
2024-03-14,KEY,0.01,0.75,0.75
2024-03-14,LDOS,3122.84,-195.03,2927.8
2024-03-14,LLY,2864.29,94.75,2959.03
2024-03-14,MCK,0.01,0.16,0.16
2024-03-14,META,1751.89,-17.29,1734.59
2024-03-14,MOH,2135.5,39.37,2174.86
2024-03-14,MPC,50.31,-49.99,0.31
2024-03-14,NFLX,1481.52,-42.47,1439.04
2024-03-14,NRG,5765.11,273.13,6038.23
2024-03-14,NVDA,3947.03,45.04,3992.06
2024-03-14,NWS,281.48,26.03,307.5
2024-03-14,PGR,7227.58,46.46,7274.03
2024-03-14,A,4.41,0.03,0.03
2024-03-14,A,4.41,0.03,0.03
2024-03-14,ABBV,1368336.94,-71.55,7562.82
2024-03-14,AKAM,82843.86,-123.52,753.51
2024-03-14,CBOE,2669654.76,-318.26,14690.9
2024-03-14,CEG,85950.77,-206.65,509.26
2024-03-14,CI,48.02,0.14,0.14
2024-03-14,COR,2573371.59,269.1,10839.12
2024-03-14,DVA,18829.75,136.24,136.24
2024-03-14,FANG,1306646.68,-34.68,7081.14
2024-03-14,FAST,51663.51,132.69,688.23
2024-03-14,GRMN,333813.9,407.92,2251.41
2024-03-14,IBM,497239.49,705.29,2517.67
2024-03-14,JNPR,115809.45,13.79,3143.1
2024-03-14,KEY,10.37,0.75,0.75
2024-03-14,LDOS,372728.3,-195.03,2927.8
2024-03-14,LLY,2233824.99,94.75,2959.03
2024-03-14,MCK,84.84,0.16,0.16
2024-03-14,META,866878.65,-17.29,1734.59
2024-03-14,MOH,875450.5,39.37,2174.86
2024-03-14,MPC,106.17,-49.99,0.31
2024-03-14,NFLX,879411.06,-42.47,1439.04
2024-03-14,NRG,375909.21,273.15,6038.24
2024-03-14,NVDA,3669177.09,45.04,3992.06
2024-03-14,NWS,8359.77,26.04,307.51
2024-03-14,PGR,1447049.1,46.46,7274.03
2024-03-14,PKG,274.35,-274.34,0.0
2024-03-14,PSX,886688.47,-102.46,5896.03
2024-03-14,QCOM,332844.25,-51.21,1922.77
2024-03-14,RL,251239.22,-83.49,1391.83
2024-03-14,STX,95923.04,-349.55,1048.99
2024-03-14,T,5119.93,-151.87,288.84
2024-03-14,TGT,6.67,0.04,0.04
2024-03-14,TSN,105122.8,-6.42,1897.75
2024-03-14,UBER,265.04,-220.39,0.57
2024-03-14,VLTO,186498.1,-363.55,2104.88
2024-03-14,WAT,1238810.45,25.37,3506.47
2024-03-14,WDC,17387.04,89.67,277.54
2024-03-14,WM,43837.37,0.36,208.96
2024-03-14,WRK,145981.18,356.45,3119.54
2024-03-14,CBOE,2669331.08,-0.03,14690.87
2024-03-14,CEG,85745.78,0.02,509.27
2024-03-14,COR,2573628.86,-0.04,10839.07
2024-03-14,FANG,1306610.16,-0.01,7081.13
2024-03-14,MOH,875505.93,0.05,2174.9
2024-03-14,NRG,376181.74,-0.01,6038.23
2024-03-14,NWS,8385.28,-0.02,307.49
2024-03-14,PGR,1447091.59,-0.01,7274.01
2024-03-14,PSX,886583.01,-0.01,5896.01
2024-03-14,T,4967.73,-0.01,288.82
2024-03-14,TSN,105116.92,0.02,1897.76
2024-03-14,VLTO,186135.42,0.01,2104.89
2024-03-14,WM,43831.45,-0.02,208.93
2024-03-14,WRK,146336.71,-0.02,3119.52
2024-03-14,ABBV,1368261.79,-0.01,7562.8
2024-03-14,CBOE,2669334.65,0.02,14690.89
2024-03-14,CI,37.87,-0.03,0.11
2024-03-14,COR,2573640.64,0.05,10839.12
2024-03-14,FANG,1306606.47,-0.01,7081.11
2024-03-14,IBM,497940.84,-0.01,2517.65
2024-03-14,LDOS,372529.48,-0.02,2927.77
2024-03-14,MOH,875489.91,-0.04,2174.86
2024-03-14,PGR,1447095.53,0.02,7274.03
2024-03-14,RL,251159.32,0.02,1391.85
2024-03-14,T,4967.87,0.01,288.83
2024-03-14,VLTO,186133.68,-0.01,2104.87
2024-03-14,WM,43837.7,0.03,208.96
2024-03-14,WRK,146336.68,0.01,3119.52
2024-03-14,CBOE,2669331.06,-0.01,14690.87
2024-03-14,CEG,85744.13,-0.01,509.26
2024-03-14,FANG,1306610.12,0.02,7081.13
2024-03-14,FAST,51794.71,-0.02,688.21
2024-03-14,JNPR,115822.88,-0.01,3143.09
2024-03-14,LDOS,372533.25,0.03,2927.8
2024-03-14,PGR,1447091.59,-0.01,7274.01
2024-03-14,RL,251155.74,-0.01,1391.83
2024-03-14,T,4967.88,0.01,288.83
2024-03-14,WDC,17476.08,-0.01,277.53
2024-03-14,WRK,146337.15,0.01,3119.53
2024-03-14,ABBV,1368268.97,0.04,7562.84
2024-03-14,COR,2573633.58,-0.02,10839.09
2024-03-14,FAST,51794.68,0.01,688.21
2024-03-14,GRMN,334220.34,-0.01,2251.4
2024-03-14,IBM,497944.75,0.02,2517.67
2024-03-14,LDOS,372529.48,-0.02,2927.77
2024-03-14,TSN,105115.84,-0.01,1897.74
2024-03-14,WDC,17474.82,-0.01,277.51
2024-03-14,WRK,146336.71,-0.01,3119.52
2024-03-14,ABBV,1368260.01,-0.05,7562.79
2024-03-14,FANG,1306606.47,-0.01,7081.11
2024-03-14,IBM,497940.84,-0.01,2517.65
2024-03-14,LDOS,372530.71,0.02,2927.78
2024-03-14,NRG,376180.5,-0.01,6038.21
2024-03-14,QCOM,332796.48,0.02,1922.79
2024-03-14,T,4968.05,0.01,288.84
2024-03-14,TSN,105116.92,0.02,1897.76
2024-03-14,WDC,17476.06,0.02,277.53
2024-03-14,WM,43831.45,-0.02,208.93
2024-03-14,WRK,146336.68,0.01,3119.52
2024-03-14,AKAM,82719.25,-0.01,753.5
2024-03-14,CBOE,2669327.42,-0.01,14690.85
2024-03-14,DVA,18963.21,-0.01,136.22
2024-03-14,FAST,51795.44,0.01,688.22
2024-03-14,IBM,497944.75,0.02,2517.67
2024-03-14,LDOS,372533.26,0.02,2927.8
2024-03-14,NWS,8385.51,0.02,307.5
2024-03-14,PGR,1447087.61,-0.01,7273.99
2024-03-14,QCOM,332789.61,-0.03,1922.75
2024-03-14,TSN,105115.29,-0.02,1897.73
2024-03-14,WM,43837.7,0.03,208.96
2024-03-14,WRK,146336.68,0.01,3119.52
2024-03-14,ABBV,1368265.35,0.04,7562.82
2024-03-14,COR,2573628.84,-0.02,10839.07
2024-03-14,DVA,18965.96,0.02,136.24
2024-03-14,FANG,1306602.78,-0.01,7081.09
2024-03-14,LDOS,372530.74,-0.01,2927.78
2024-03-14,NRG,376179.26,-0.01,6038.19
2024-03-14,NWS,8385.28,-0.01,307.49
2024-03-14,PGR,1447091.55,0.02,7274.01
2024-03-14,QCOM,332793.02,0.02,1922.77
2024-03-14,RL,251159.32,0.02,1391.85
2024-03-14,T,4967.72,-0.01,288.82
2024-03-14,WM,43827.27,-0.04,208.91
2024-03-14,ABBV,1368261.79,-0.01,7562.8
2024-03-14,AKAM,82720.32,0.02,753.51
2024-03-14,COR,2573624.09,-0.02,10839.05
2024-03-14,FANG,1306606.43,0.02,7081.11
2024-03-14,IBM,497940.84,-0.01,2517.65
2024-03-14,JNPR,115822.14,-0.01,3143.07
2024-03-14,LDOS,372529.47,-0.01,2927.77
2024-03-14,LLY,2233866.97,-0.07,2958.96
2024-03-14,META,866836.42,-0.04,1734.54
2024-03-14,NRG,376180.46,0.02,6038.21
2024-03-14,NWS,8385.25,0.01,307.49
2024-03-14,PGR,1447087.61,-0.01,7273.99
2024-03-14,PSX,886581.51,-0.01,5896.0
2024-03-14,RL,251153.96,-0.03,1391.82
2024-03-14,STX,95574.39,0.01,1049.0
2024-03-14,T,4967.87,0.01,288.83
2024-03-14,TSN,105115.82,0.01,1897.74
2024-03-14,WAT,1238825.25,-0.03,3506.44
2024-03-14,WDC,17474.83,-0.01,277.51
2024-03-14,WM,43837.68,0.05,208.96
2024-03-14,ABBV,1368265.37,0.02,7562.82
2024-03-14,CBOE,2669320.17,-0.03,14690.81
2024-03-14,IBM,497944.75,0.02,2517.67
2024-03-14,JNPR,115822.49,0.01,3143.08
2024-03-14,NRG,376179.26,-0.01,6038.19
2024-03-14,NWS,8385.52,0.01,307.5
2024-03-14,STX,95572.59,-0.01,1048.98
2024-03-14,WDC,17474.8,0.01,277.51
2024-03-14,WM,43831.45,-0.02,208.93
2024-03-14,ABBV,1368256.39,-0.05,7562.77
2024-03-14,COR,2573628.79,0.03,10839.07
2024-03-14,FANG,1306602.78,-0.01,7081.09
2024-03-14,IBM,497940.84,-0.01,2517.65
2024-03-14,LDOS,372530.71,0.02,2927.78
2024-03-14,LLY,2233919.66,0.08,2959.03
2024-03-14,META,866861.31,0.05,1734.59
2024-03-14,NWS,8385.0,-0.01,307.48
2024-03-14,PSX,886578.5,-0.01,5895.98
2024-03-14,RL,251155.71,0.02,1391.83
2024-03-14,WAT,1238835.78,0.04,3506.47
2024-03-14,WDC,17476.05,0.02,277.53
2024-03-14,WM,43837.7,0.03,208.96
2024-03-14,COR,2573624.09,-0.02,10839.05
2024-03-14,FAST,51794.71,-0.01,688.21
2024-03-14,IBM,497936.88,-0.01,2517.63
2024-03-14,LDOS,372529.47,-0.01,2927.77
2024-03-14,NFLX,879331.99,-0.06,1438.98
2024-03-14,NWS,8384.98,0.01,307.48
2024-03-14,QCOM,332796.48,0.02,1922.79
2024-03-14,STX,95573.48,0.01,1048.99
2024-03-14,T,4967.88,0.01,288.83
2024-03-14,WM,43831.45,-0.02,208.93
2024-03-14,WRK,146336.23,-0.01,3119.51
